127.0.0.1 - - [30/Apr/2019:08:37:59 +0900] "GET / HTTP/1.1" 404 1074
0:0:0:0:0:0:0:1 - - [30/Apr/2019:09:39:22 +0900] "GET /ClientTest/css/ex15_box.htm HTTP/1.1" 200 4305
0:0:0:0:0:0:0:1 - - [30/Apr/2019:09:39:23 +0900] "GET /ClientTest/css/ex15_box.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:09:39:23 +0900] "GET /ClientTest/css/ex15_box.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:09:39:24 +0900] "GET /ClientTest/css/ex15_box.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:09:39:24 +0900] "GET /ClientTest/css/ex15_box.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:09:39:24 +0900] "GET /ClientTest/css/ex15_box.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:09:39:25 +0900] "GET /ClientTest/css/ex15_box.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:09:40:04 +0900] "GET /ClientTest/css/ex15_box.htm HTTP/1.1" 200 4300
0:0:0:0:0:0:0:1 - - [30/Apr/2019:09:40:04 +0900] "GET /ClientTest/css/ex15_box.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:09:40:05 +0900] "GET /ClientTest/css/ex15_box.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:09:40:05 +0900] "GET /ClientTest/css/ex15_box.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:09:40:05 +0900] "GET /ClientTest/css/ex15_box.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:09:40:06 +0900] "GET /ClientTest/css/ex15_box.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:09:40:06 +0900] "GET /ClientTest/css/ex15_box.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:09:40:06 +0900] "GET /ClientTest/css/ex15_box.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:09:40:11 +0900] "GET /ClientTest/css/ex15_box.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:09:40:11 +0900] "GET /ClientTest/css/ex15_box.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:09:40:12 +0900] "GET /ClientTest/css/ex15_box.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:09:40:12 +0900] "GET /ClientTest/css/ex15_box.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:09:40:12 +0900] "GET /ClientTest/css/ex15_box.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:09:40:58 +0900] "GET /ClientTest/css/ex17_box.htm HTTP/1.1" 200 2447
0:0:0:0:0:0:0:1 - - [30/Apr/2019:09:41:27 +0900] "GET /ClientTest/css/ex17_box.htm HTTP/1.1" 200 2507
0:0:0:0:0:0:0:1 - - [30/Apr/2019:09:42:48 +0900] "GET /ClientTest/css/ex17_box.htm HTTP/1.1" 200 2589
0:0:0:0:0:0:0:1 - - [30/Apr/2019:09:43:45 +0900] "GET /ClientTest/css/ex17_box.htm HTTP/1.1" 200 2639
0:0:0:0:0:0:0:1 - - [30/Apr/2019:09:43:56 +0900] "GET /ClientTest/css/ex17_box.htm HTTP/1.1" 200 2607
0:0:0:0:0:0:0:1 - - [30/Apr/2019:09:45:00 +0900] "GET /ClientTest/css/ex17_box.htm HTTP/1.1" 200 2650
0:0:0:0:0:0:0:1 - - [30/Apr/2019:09:45:27 +0900] "GET /ClientTest/css/ex17_box.htm HTTP/1.1" 200 2639
0:0:0:0:0:0:0:1 - - [30/Apr/2019:09:45:54 +0900] "GET /ClientTest/css/ex17_box.htm HTTP/1.1" 200 2639
0:0:0:0:0:0:0:1 - - [30/Apr/2019:09:46:21 +0900] "GET /ClientTest/css/ex17_box.htm HTTP/1.1" 200 2639
0:0:0:0:0:0:0:1 - - [30/Apr/2019:09:47:07 +0900] "GET /ClientTest/css/ex17_box.htm HTTP/1.1" 200 2672
0:0:0:0:0:0:0:1 - - [30/Apr/2019:10:04:23 +0900] "GET /ClientTest/css/ex17_box.htm HTTP/1.1" 200 2797
0:0:0:0:0:0:0:1 - - [30/Apr/2019:10:04:55 +0900] "GET /ClientTest/css/ex17_box.htm HTTP/1.1" 200 2940
0:0:0:0:0:0:0:1 - - [30/Apr/2019:10:09:33 +0900] "GET /ClientTest/css/ex17_box.htm HTTP/1.1" 200 2777
0:0:0:0:0:0:0:1 - - [30/Apr/2019:10:09:45 +0900] "GET /ClientTest/css/ex17_box.htm HTTP/1.1" 200 2793
0:0:0:0:0:0:0:1 - - [30/Apr/2019:10:10:11 +0900] "GET /ClientTest/css/ex17_box.htm HTTP/1.1" 200 2814
0:0:0:0:0:0:0:1 - - [30/Apr/2019:10:10:20 +0900] "GET /ClientTest/css/ex17_box.htm HTTP/1.1" 200 2819
0:0:0:0:0:0:0:1 - - [30/Apr/2019:10:13:55 +0900] "GET /ClientTest/css/ex17_box.htm HTTP/1.1" 200 3139
0:0:0:0:0:0:0:1 - - [30/Apr/2019:10:14:37 +0900] "GET /ClientTest/css/ex17_box.htm HTTP/1.1" 200 3174
0:0:0:0:0:0:0:1 - - [30/Apr/2019:10:14:38 +0900] "GET /ClientTest/css/ex17_box.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:10:14:38 +0900] "GET /ClientTest/css/ex17_box.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:10:14:38 +0900] "GET /ClientTest/css/ex17_box.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:10:14:39 +0900] "GET /ClientTest/css/ex17_box.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:10:14:48 +0900] "GET /ClientTest/css/ex17_box.htm HTTP/1.1" 200 3174
0:0:0:0:0:0:0:1 - - [30/Apr/2019:10:15:10 +0900] "GET /ClientTest/css/ex17_box.htm HTTP/1.1" 200 3177
0:0:0:0:0:0:0:1 - - [30/Apr/2019:10:15:33 +0900] "GET /ClientTest/css/ex17_box.htm HTTP/1.1" 200 3215
0:0:0:0:0:0:0:1 - - [30/Apr/2019:10:16:51 +0900] "GET /ClientTest/css/ex17_box.htm HTTP/1.1" 200 3215
0:0:0:0:0:0:0:1 - - [30/Apr/2019:10:17:00 +0900] "GET /ClientTest/css/ex17_box.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:10:17:00 +0900] "GET /ClientTest/css/ex17_box.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:10:17:01 +0900] "GET /ClientTest/css/ex17_box.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:10:17:01 +0900] "GET /ClientTest/css/ex17_box.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:10:17:14 +0900] "GET /ClientTest/css/ex17_box.htm HTTP/1.1" 200 3221
0:0:0:0:0:0:0:1 - - [30/Apr/2019:10:17:15 +0900] "GET /ClientTest/css/ex17_box.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:10:17:15 +0900] "GET /ClientTest/css/ex17_box.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:10:18:06 +0900] "GET /ClientTest/css/ex17_box.htm HTTP/1.1" 200 3243
0:0:0:0:0:0:0:1 - - [30/Apr/2019:10:21:49 +0900] "GET /ClientTest/css/ex17_box.htm HTTP/1.1" 200 3215
0:0:0:0:0:0:0:1 - - [30/Apr/2019:10:24:29 +0900] "GET /ClientTest/css/ex17_box.htm HTTP/1.1" 200 3239
0:0:0:0:0:0:0:1 - - [30/Apr/2019:10:28:13 +0900] "GET /ClientTest/css/ex18_box.htm HTTP/1.1" 200 377
0:0:0:0:0:0:0:1 - - [30/Apr/2019:10:29:02 +0900] "GET /ClientTest/css/ex18_box.htm HTTP/1.1" 200 428
0:0:0:0:0:0:0:1 - - [30/Apr/2019:10:29:31 +0900] "GET /ClientTest/css/ex18_box.htm HTTP/1.1" 200 440
0:0:0:0:0:0:0:1 - - [30/Apr/2019:10:30:09 +0900] "GET /ClientTest/css/ex18_box.htm HTTP/1.1" 200 438
0:0:0:0:0:0:0:1 - - [30/Apr/2019:10:32:23 +0900] "GET /ClientTest/css/ex18_box.htm HTTP/1.1" 200 462
0:0:0:0:0:0:0:1 - - [30/Apr/2019:10:33:35 +0900] "GET /ClientTest/css/ex18_box.htm HTTP/1.1" 200 490
0:0:0:0:0:0:0:1 - - [30/Apr/2019:10:33:35 +0900] "GET /ClientTest/css/ex18_box.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:10:33:58 +0900] "GET /ClientTest/css/ex18_box.htm HTTP/1.1" 200 489
0:0:0:0:0:0:0:1 - - [30/Apr/2019:10:35:03 +0900] "GET /ClientTest/css/ex18_box.htm HTTP/1.1" 200 468
0:0:0:0:0:0:0:1 - - [30/Apr/2019:10:40:03 +0900] "GET /ClientTest/css/ex18_box.htm HTTP/1.1" 200 568
0:0:0:0:0:0:0:1 - - [30/Apr/2019:10:40:03 +0900] "GET /ClientTest/images/wall01.jpg HTTP/1.1" 200 332521
0:0:0:0:0:0:0:1 - - [30/Apr/2019:10:44:03 +0900] "GET /ClientTest/css/ex19_box.htm HTTP/1.1" 200 281
0:0:0:0:0:0:0:1 - - [30/Apr/2019:10:47:14 +0900] "GET /ClientTest/css/ex19_box.htm HTTP/1.1" 200 13057
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:08:40 +0900] "GET /ClientTest/css/ex19_box.htm HTTP/1.1" 200 13119
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:08:58 +0900] "GET /ClientTest/css/ex19_box.htm HTTP/1.1" 200 13135
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:09:55 +0900] "GET /ClientTest/css/ex19_box.htm HTTP/1.1" 200 13192
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:10:50 +0900] "GET /ClientTest/css/ex19_box.htm HTTP/1.1" 200 13225
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:11:23 +0900] "GET /ClientTest/css/ex19_box.htm HTTP/1.1" 200 13230
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:12:16 +0900] "GET /ClientTest/css/ex19_box.htm HTTP/1.1" 200 13272
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:12:25 +0900] "GET /ClientTest/css/ex19_box.htm HTTP/1.1" 200 13273
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:12:43 +0900] "GET /ClientTest/css/ex19_box.htm HTTP/1.1" 200 13301
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:13:04 +0900] "GET /ClientTest/css/ex19_box.htm HTTP/1.1" 200 13316
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:13:44 +0900] "GET /ClientTest/css/ex19_box.htm HTTP/1.1" 200 13339
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:14:11 +0900] "GET /ClientTest/css/ex19_box.htm HTTP/1.1" 200 13356
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:14:16 +0900] "GET /ClientTest/css/ex19_box.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:14:16 +0900] "GET /ClientTest/css/ex19_box.htm HTTP/1.1" 200 13356
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:14:24 +0900] "GET /ClientTest/css/ex19_box.htm HTTP/1.1" 200 13356
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:15:07 +0900] "GET /ClientTest/css/ex19_box.htm HTTP/1.1" 200 13385
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:15:08 +0900] "GET /ClientTest/css/ex19_box.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:15:08 +0900] "GET /ClientTest/css/ex19_box.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:15:08 +0900] "GET /ClientTest/css/ex19_box.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:15:09 +0900] "GET /ClientTest/css/ex19_box.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:15:09 +0900] "GET /ClientTest/css/ex19_box.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:15:10 +0900] "GET /ClientTest/css/ex19_box.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:15:10 +0900] "GET /ClientTest/css/ex19_box.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:15:11 +0900] "GET /ClientTest/css/ex19_box.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:15:20 +0900] "GET /ClientTest/css/ex19_box.htm HTTP/1.1" 200 13385
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:15:34 +0900] "GET /ClientTest/css/ex19_box.htm HTTP/1.1" 200 13408
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:16:01 +0900] "GET /ClientTest/css/ex19_box.htm HTTP/1.1" 200 13420
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:17:23 +0900] "GET /ClientTest/css/ex19_box.htm HTTP/1.1" 200 13450
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:19:06 +0900] "GET /ClientTest/css/ex19_box.htm HTTP/1.1" 200 13508
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:21:08 +0900] "GET /ClientTest/css/ex19_box.htm HTTP/1.1" 200 13532
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:24:03 +0900] "GET /ClientTest/css/ex19_box.htm HTTP/1.1" 200 13608
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:24:20 +0900] "GET /ClientTest/css/ex19_box.htm HTTP/1.1" 200 13608
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:24:40 +0900] "GET /ClientTest/css/ex19_box.htm HTTP/1.1" 200 13608
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:25:02 +0900] "GET /ClientTest/css/ex19_box.htm HTTP/1.1" 200 13630
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:25:14 +0900] "GET /ClientTest/css/ex19_box.htm HTTP/1.1" 200 13629
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:25:28 +0900] "GET /ClientTest/css/ex19_box.htm HTTP/1.1" 200 13654
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:25:29 +0900] "GET /ClientTest/css/ex19_box.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:25:54 +0900] "GET /ClientTest/css/ex19_box.htm HTTP/1.1" 200 13629
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:27:01 +0900] "GET /ClientTest/css/ex19_box.htm HTTP/1.1" 200 13649
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:27:39 +0900] "GET /ClientTest/css/ex19_box.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:33:07 +0900] "GET /ClientTest/css/ex20_overflow.htm HTTP/1.1" 200 266
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:33:32 +0900] "GET /ClientTest/css/ex20_overflow.htm HTTP/1.1" 200 634
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:39:52 +0900] "GET /ClientTest/css/ex20_overflow.htm HTTP/1.1" 200 826
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:40:20 +0900] "GET /ClientTest/css/ex20_overflow.htm HTTP/1.1" 200 873
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:40:50 +0900] "GET /ClientTest/css/ex20_overflow.htm HTTP/1.1" 200 909
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:43:38 +0900] "GET /ClientTest/css/ex20_overflow.htm HTTP/1.1" 200 930
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:44:21 +0900] "GET /ClientTest/css/ex20_overflow.htm HTTP/1.1" 200 961
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:45:38 +0900] "GET /ClientTest/css/ex20_overflow.htm HTTP/1.1" 200 979
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:45:51 +0900] "GET /ClientTest/css/ex20_overflow.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:45:52 +0900] "GET /ClientTest/css/ex20_overflow.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:45:52 +0900] "GET /ClientTest/css/ex20_overflow.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:45:52 +0900] "GET /ClientTest/css/ex20_overflow.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:45:56 +0900] "GET /ClientTest/css/ex20_overflow.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:45:56 +0900] "GET /ClientTest/css/ex20_overflow.htm HTTP/1.1" 200 1093
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:45:57 +0900] "GET /ClientTest/css/ex20_overflow.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:47:57 +0900] "GET /ClientTest/css/ex20_overflow.htm HTTP/1.1" 200 1116
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:47:57 +0900] "GET /ClientTest/css/ex20_overflow.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:47:57 +0900] "GET /ClientTest/css/ex20_overflow.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:47:57 +0900] "GET /ClientTest/css/ex20_overflow.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:47:58 +0900] "GET /ClientTest/css/ex20_overflow.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:47:58 +0900] "GET /ClientTest/css/ex20_overflow.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:47:58 +0900] "GET /ClientTest/css/ex20_overflow.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:11:47:58 +0900] "GET /ClientTest/css/ex20_overflow.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:12:02:51 +0900] "GET /ClientTest/css/ex20_overflow.htm HTTP/1.1" 200 1004
0:0:0:0:0:0:0:1 - - [30/Apr/2019:12:03:01 +0900] "GET /ClientTest/css/ex20_overflow.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:12:03:02 +0900] "GET /ClientTest/css/ex20_overflow.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:12:03:02 +0900] "GET /ClientTest/css/ex20_overflow.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:12:03:05 +0900] "GET /ClientTest/css/ex20_overflow.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:12:03:05 +0900] "GET /ClientTest/css/ex20_overflow.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:12:03:06 +0900] "GET /ClientTest/css/ex20_overflow.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:12:03:06 +0900] "GET /ClientTest/css/ex20_overflow.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:12:03:09 +0900] "GET /ClientTest/css/ex20_overflow.htm HTTP/1.1" 200 1156
0:0:0:0:0:0:0:1 - - [30/Apr/2019:12:03:09 +0900] "GET /ClientTest/css/ex20_overflow.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Apr/2019:12:03:25 +0900] "GET /ClientTest/css/ex20_overflow.htm HTTP/1.1" 200 1154
0:0:0:0:0:0:0:1 - - [30/Apr/2019:12:03:40 +0900] "GET /ClientTest/css/ex20_overflow.htm HTTP/1.1" 200 1170
0:0:0:0:0:0:0:1 - - [30/Apr/2019:12:03:41 +0900] "GET /ClientTest/css/ex20_overflow.htm HTTP/1.1" 304 -
