127.0.0.1 - - [26/Apr/2019:09:21:37 +0900] "GET / HTTP/1.1" 404 1074
0:0:0:0:0:0:0:1 - - [26/Apr/2019:11:18:36 +0900] "GET /ClientTest/css/ex02_selector.htm HTTP/1.1" 200 1120
0:0:0:0:0:0:0:1 - - [26/Apr/2019:11:19:01 +0900] "GET /ClientTest/css/ex02_selector.htm HTTP/1.1" 200 1151
0:0:0:0:0:0:0:1 - - [26/Apr/2019:11:19:02 +0900] "GET /ClientTest/css/ex02_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:11:19:02 +0900] "GET /ClientTest/css/ex02_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:11:19:03 +0900] "GET /ClientTest/css/ex02_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:11:19:03 +0900] "GET /ClientTest/css/ex02_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:11:19:03 +0900] "GET /ClientTest/css/ex02_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:11:19:04 +0900] "GET /ClientTest/css/ex02_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:11:19:04 +0900] "GET /ClientTest/css/ex02_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:11:19:04 +0900] "GET /ClientTest/css/ex02_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:11:20:46 +0900] "GET /ClientTest/css/ex02_selector.htm HTTP/1.1" 200 1250
0:0:0:0:0:0:0:1 - - [26/Apr/2019:11:24:32 +0900] "GET /ClientTest/css/ex03_selector.htm HTTP/1.1" 200 404
0:0:0:0:0:0:0:1 - - [26/Apr/2019:11:29:48 +0900] "GET /ClientTest/css/ex03_selector.htm HTTP/1.1" 200 632
0:0:0:0:0:0:0:1 - - [26/Apr/2019:11:30:16 +0900] "GET /ClientTest/css/ex03_selector.htm HTTP/1.1" 200 669
0:0:0:0:0:0:0:1 - - [26/Apr/2019:11:31:10 +0900] "GET /ClientTest/css/ex03_selector.htm HTTP/1.1" 200 706
0:0:0:0:0:0:0:1 - - [26/Apr/2019:11:33:39 +0900] "GET /ClientTest/css/ex03_selector.htm HTTP/1.1" 200 782
0:0:0:0:0:0:0:1 - - [26/Apr/2019:11:33:40 +0900] "GET /ClientTest/css/ex03_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:11:33:40 +0900] "GET /ClientTest/css/ex03_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:11:33:40 +0900] "GET /ClientTest/css/ex03_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:11:33:41 +0900] "GET /ClientTest/css/ex03_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:11:33:41 +0900] "GET /ClientTest/css/ex03_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:11:33:41 +0900] "GET /ClientTest/css/ex03_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:11:42:17 +0900] "GET /ClientTest/css/ex04_selector.htm HTTP/1.1" 200 506
0:0:0:0:0:0:0:1 - - [26/Apr/2019:11:43:56 +0900] "GET /ClientTest/css/ex04_selector.htm HTTP/1.1" 200 620
0:0:0:0:0:0:0:1 - - [26/Apr/2019:11:45:08 +0900] "GET /ClientTest/css/ex04_selector.htm HTTP/1.1" 200 660
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:02:56 +0900] "GET /ClientTest/css/ex04_selector.htm HTTP/1.1" 200 826
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:05:54 +0900] "GET /ClientTest/css/ex04_selector.htm HTTP/1.1" 200 1016
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:07:33 +0900] "GET /ClientTest/css/ex04_selector.htm HTTP/1.1" 200 1066
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:07:33 +0900] "GET /ClientTest/css/ex04_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:07:34 +0900] "GET /ClientTest/css/ex04_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:07:34 +0900] "GET /ClientTest/css/ex04_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:07:34 +0900] "GET /ClientTest/css/ex04_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:07:34 +0900] "GET /ClientTest/css/ex04_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:08:39 +0900] "GET /ClientTest/css/ex04_selector.htm HTTP/1.1" 200 1138
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:08:40 +0900] "GET /ClientTest/css/ex04_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:08:40 +0900] "GET /ClientTest/css/ex04_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:08:41 +0900] "GET /ClientTest/css/ex04_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:08:41 +0900] "GET /ClientTest/css/ex04_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:08:47 +0900] "GET /ClientTest/css/ex04_selector.htm HTTP/1.1" 200 1139
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:11:49 +0900] "GET /ClientTest/css/ex04_selector.htm HTTP/1.1" 200 1273
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:20:16 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 200 759
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:21:18 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 200 786
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:22:43 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 200 938
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:22:52 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 200 938
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:23:23 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 200 967
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:24:21 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 200 1125
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:32:15 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 200 1438
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:33:11 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 200 1440
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:34:34 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 200 1453
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:36:45 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 200 1455
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:42:11 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 200 1948
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:42:40 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 200 1953
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:42:40 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:42:41 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:42:41 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:42:41 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:42:41 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:42:42 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:42:42 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:42:42 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:42:43 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:42:43 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:42:45 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:42:46 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:42:46 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:42:48 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:42:48 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:42:51 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:42:51 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:42:51 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:42:52 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:42:52 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:42:52 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:42:53 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:42:57 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:42:59 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:43:03 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:43:04 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:43:06 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:43:07 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:43:09 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:43:10 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:43:11 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:43:14 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:43:16 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:43:17 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:43:27 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:43:27 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:43:28 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:43:29 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:43:29 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:43:30 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:43:31 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:43:32 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:43:33 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:43:36 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:43:37 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:43:39 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:43:41 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:43:42 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:43:43 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:43:43 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:43:43 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:43:44 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:43:45 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:43:46 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:43:49 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:43:50 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:43:51 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:43:53 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:43:54 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:43:55 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:43:56 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:43:56 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:43:58 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:44:00 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:44:02 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:44:03 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:44:05 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:12:44:06 +0900] "GET /ClientTest/css/ex05_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:14:11:50 +0900] "GET /ClientTest/css/ex06_selector.htm HTTP/1.1" 200 616
0:0:0:0:0:0:0:1 - - [26/Apr/2019:14:14:40 +0900] "GET /ClientTest/css/ex06_selector.htm HTTP/1.1" 200 627
0:0:0:0:0:0:0:1 - - [26/Apr/2019:14:15:21 +0900] "GET /ClientTest/css/ex06_selector.htm HTTP/1.1" 200 662
0:0:0:0:0:0:0:1 - - [26/Apr/2019:14:15:36 +0900] "GET /ClientTest/css/ex06_selector.htm HTTP/1.1" 200 666
0:0:0:0:0:0:0:1 - - [26/Apr/2019:14:15:50 +0900] "GET /ClientTest/css/ex06_selector.htm HTTP/1.1" 200 672
0:0:0:0:0:0:0:1 - - [26/Apr/2019:14:18:28 +0900] "GET /ClientTest/css/ex06_selector.htm HTTP/1.1" 200 737
0:0:0:0:0:0:0:1 - - [26/Apr/2019:14:23:14 +0900] "GET /ClientTest/css/ex07_selector.htm HTTP/1.1" 200 386
0:0:0:0:0:0:0:1 - - [26/Apr/2019:14:24:45 +0900] "GET /ClientTest/css/ex07_selector.htm HTTP/1.1" 200 471
0:0:0:0:0:0:0:1 - - [26/Apr/2019:14:25:52 +0900] "GET /ClientTest/css/ex07_selector.htm HTTP/1.1" 200 504
0:0:0:0:0:0:0:1 - - [26/Apr/2019:14:26:48 +0900] "GET /ClientTest/css/ex07_selector.htm HTTP/1.1" 200 588
0:0:0:0:0:0:0:1 - - [26/Apr/2019:14:28:05 +0900] "GET /ClientTest/css/ex07_selector.htm HTTP/1.1" 200 734
0:0:0:0:0:0:0:1 - - [26/Apr/2019:14:28:05 +0900] "GET /ClientTest/css/ex07_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:14:28:05 +0900] "GET /ClientTest/css/ex07_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:14:31:39 +0900] "GET /ClientTest/css/ex07_selector.htm HTTP/1.1" 200 750
0:0:0:0:0:0:0:1 - - [26/Apr/2019:14:33:08 +0900] "GET /ClientTest/css/ex07_selector.htm HTTP/1.1" 200 858
0:0:0:0:0:0:0:1 - - [26/Apr/2019:14:38:13 +0900] "GET /ClientTest/css/ex07_selector.htm HTTP/1.1" 200 1108
0:0:0:0:0:0:0:1 - - [26/Apr/2019:14:39:38 +0900] "GET /ClientTest/css/ex07_selector.htm HTTP/1.1" 200 1161
0:0:0:0:0:0:0:1 - - [26/Apr/2019:14:39:39 +0900] "GET /ClientTest/css/ex07_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:14:39:40 +0900] "GET /ClientTest/css/ex07_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:14:39:40 +0900] "GET /ClientTest/css/ex07_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:14:39:40 +0900] "GET /ClientTest/css/ex07_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:14:39:41 +0900] "GET /ClientTest/css/ex07_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:14:39:41 +0900] "GET /ClientTest/css/ex07_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:14:39:42 +0900] "GET /ClientTest/css/ex07_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:14:39:44 +0900] "GET /ClientTest/css/ex07_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:14:39:45 +0900] "GET /ClientTest/css/ex07_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:14:39:46 +0900] "GET /ClientTest/css/ex07_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:14:39:47 +0900] "GET /ClientTest/css/ex07_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:14:39:47 +0900] "GET /ClientTest/css/ex07_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:14:39:47 +0900] "GET /ClientTest/css/ex07_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:14:39:54 +0900] "GET /ClientTest/css/ex07_selector.htm HTTP/1.1" 200 1153
0:0:0:0:0:0:0:1 - - [26/Apr/2019:14:40:01 +0900] "GET /ClientTest/css/ex07_selector.htm HTTP/1.1" 200 1160
0:0:0:0:0:0:0:1 - - [26/Apr/2019:14:40:38 +0900] "GET /ClientTest/css/ex07_selector.htm HTTP/1.1" 200 1192
0:0:0:0:0:0:0:1 - - [26/Apr/2019:15:04:22 +0900] "GET /ClientTest/css/ex08_selector.htm HTTP/1.1" 200 206
0:0:0:0:0:0:0:1 - - [26/Apr/2019:15:06:37 +0900] "GET /ClientTest/css/ex08_selector.htm HTTP/1.1" 200 330
0:0:0:0:0:0:0:1 - - [26/Apr/2019:15:10:33 +0900] "GET /ClientTest/css/ex08_selector.htm HTTP/1.1" 200 383
0:0:0:0:0:0:0:1 - - [26/Apr/2019:15:12:10 +0900] "GET /ClientTest/css/ex08_selector.htm HTTP/1.1" 200 459
0:0:0:0:0:0:0:1 - - [26/Apr/2019:15:12:17 +0900] "GET /ClientTest/css/ex08_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:15:12:18 +0900] "GET /ClientTest/css/ex08_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:15:12:18 +0900] "GET /ClientTest/css/ex08_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:15:12:18 +0900] "GET /ClientTest/css/ex08_selector.htm HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [26/Apr/2019:15:25:00 +0900] "GET /ClientTest/css/ex09_selector.htm HTTP/1.1" 200 230
0:0:0:0:0:0:0:1 - - [26/Apr/2019:15:27:25 +0900] "GET /ClientTest/css/ex09_selector.htm HTTP/1.1" 200 234
0:0:0:0:0:0:0:1 - - [26/Apr/2019:15:27:47 +0900] "GET /ClientTest/css/ex09_selector.htm HTTP/1.1" 200 259
0:0:0:0:0:0:0:1 - - [26/Apr/2019:15:30:29 +0900] "GET /ClientTest/css/ex09_selector.htm HTTP/1.1" 200 332
